"Section";"Numero";"Ville";"Nom";"Adresse";"Email";"Site.web";"Capacité";"Logements";"Page";"year";"lat";"lon"
"Structures d'hébergement";"1.13";"CRAUTHEM";"Les Jardins d'Alysea";"48, rue de Hellange, L-3327 CRAUTHEM";"welcome@alysea.lu";"www.alysea.lu";"142 lits";"120 logements  1 lit + 11 logements  2 lits";8;2024;"49.5312245";"6.1460947"
"Structures d'hébergement";"1.14";"DIEKIRCH";"SERVIOR  Bei der Sauer";"2, rue Alexis Heck, L-9242 DIEKIRCH";"bei-der-sauer@servior.lu";"www.servior.lu";"110 lits";"94 chambres  1 lit + 8 chambres  2 lits";8;2024;"49.8674069";"6.1617591"
"Structures d'hébergement";"1.15";"DIEKIRCH";"Sacr-Cur";"18, rue de l'Hpital, L-9244 DIEKIRCH";"mssd@elisabeth.lu";"www.elisabeth.lu";"101 lits";"67 chambres  1 lit + 16 chambres  2 lits +";8;2024;"49.8703006";"6.1550868"
"Structures d'hébergement";"1.16";"DIFFERDANGE";"SERVIOR  Woiwer";"6, rue Rene Lazard, L-4637 DIFFERDANGE";"woiwer@servior.lu";"www.servior.lu";"200 lits";"200 chambres  1 lit";9;2024;"49.5185517";"5.9073032"
"Structures d'hébergement";"1.17";"DUDELANGE";"SERVIOR  Grand-Duc Jean";"9, rue Pierre Dupong, L-3449 DUDELANGE";"cipa.grand-duc-jean@servior.lu";"www.servior.lu";"207 lits";"201 chambres  1 lit + 3 chambres  2 lits";9;2024;"49.4900072";"6.094895"
"Structures d'hébergement";"1.18";"ECHTERNACH";"SERVIOR  Belle Vue";"27a, rue Duchscher, L-6434 ECHTERNACH";"belle-vue@servior.lu";"www.servior.lu";"73 lits";"73 chambres  1 lit";9;2024;"49.811473";"6.4165059"
"Structures d'hébergement";"1.19";"ECHTERNACH";"SERVIOR  Am Schleschen";"19, rue Maximilien, L-6463 ECHTERNACH";"am-schleeschen@servior.lu";"www.servior.lu";"57 lits";"49 chambres  1 lit + 4 chambres  2 lits";10;2024;"49.8130871";"6.4168594"
"Structures d'hébergement";"1.2";"ECHTERNACH";"Hospice civil Echternach";"10, rue de l'Hpital, B.P. 12, L-6401 ECHTERNACH";"info@spidol-echternach.lu";"www.spidol-echternach.lu";"57 lits";"37 chambres  1 lit + 10 chambres  2 lits";10;2024;"49.8109757";"6.4225264"
"Structures d'hébergement";"1.21";"ERPELDANGE-SUR-SRE";"Maison de Sjour et de Soins  Beim Goldknapp";"8, Gruefwee, L-9147 ERPELDANGE-SUR-SRE";"info@alzheimer.lu";"www.alzheimer.lu";"154 lits";"143 chambres  1 lit + 1 chambre  2 lits";10;2024;"49.8608698";"6.1180604"
"Structures d'hébergement";"1.22";"ESCH";"SERVIOR  Op der Lier";"10, op der Lier, L-4240 ESCH/ALZETTE";"op-der-leier@servior.lu";"www.servior.lu";"168 lits";"158 chambres  1 lit + 5 chambres  2 lits";11;2024;"49.5009956";"5.983669"
"Structures d'hébergement";"1.23";"ESCH-SUR-ALZETTE";"Elysis";"6, avenue de la paix, L-4275 ESCH-SUR-ALZETTE";"info@elysis.lu";"www.elysis.lu";"130 lits";"130 chambres  1 lit";11;2024;"49.5051285";"5.9841061"
"Structures d'hébergement";"1.24";"ETTELBRUCK";"Centre Pontalize";"17, avenue des Allis, L-9012 ETTELBRUCK";"torsten.jakobs@chnp.lu";"www.pontalize.lu";"145 lits";"134 chambres  1 lit + 3 chambres  2 lits +";11;2024;"49.8412069";"6.0983737"
"Structures d'hébergement";"1.25";"GREVENMACHER";"Home pour personnes ges St Franois";"15, rue des Remparts, L-6777 GREVENMACHER";"grevenmacher@hppa.lu";"www.hppa.lu";"115 lits";"115 chambres  1 lit";12;2024;"49.6803781";"6.4404814"
"Structures d'hébergement";"1.26";"HEISDORF";"CIPA Maredoc";"34, route de Luxembourg, L-7330 HEISDORF";"info@maredoc.lu";"www.maredoc.lu";"140 lits";"124 chambres  1 lit + 8 appartements  2 lits";12;2024;"49.6740709";"6.1363062"
"Structures d'hébergement";"1.27";"HOWALD";"SERVIOR  Beim Klouschter";"48, rue du Couvent, L-1363 HOWALD";"beim-klouschter@servior.lu";"www.servior.lu";"120 lits";"120 chambres  1 lit";12;2024;"49.5891628";"6.1493934"
"Structures d'hébergement";"1.28";"JUNGLINSTER";"Centre Grande-Duchesse Josphine Charlotte";"40, rue Rham, L-6142 JUNGLINSTER";"cipa@croix-rouge.lu";"www.croix-rouge.lu";"100 lits";"100 chambres  1 lit";13;2024;"49.7127504";"6.2488447"
"Structures d'hébergement";"1.29";"Kehlen";"Poetschebiirchen";"12b, rue de Nospelt, L-8283 Kehlen";"claire.valleri@novelia.lu";"www.novelia.lu";"40 lits";"28 chambres  1 lit + 6 chambres  2 lits";13;2024;"49.6716704";"6.0321149"
"Structures d'hébergement";"1.3";"LUXEMBOURG";"SERVIOR  Op der Rhum";"1, plateau du Rham, L-2427 LUXEMBOURG";"op-der-rhum@servior.lu";"www.servior.lu";"221 lits";"67 chambres  1 lit + 39 chambres  2 lits +";13;2024;"49.6094265";"6.1392575"
"Structures d'hébergement";"1.31";"LUXEMBOURG";"Sainte Elisabeth am Park";"19, avenue Emile Reuter, L-2420 LUXEMBOURG";"seap@elisabeth.lu";"www.elisabeth.lu";"124 lits";"96 chambres  1 lit + 8 chambres  2 lits";14;2024;"49.6126581";"6.121212"
"Structures d'hébergement";"1.32";"LUXEMBOURG";"Fondation Pescatore";"13, avenue Pescatore, L-2324 LUXEMBOURG";"administration@fondation.lu";"www.fondation.lu";"348 lits";"242 chambres  1 lit + 35 chambres  2 lits";14;2024;"49.616317";"6.127831"
"Structures d'hébergement";"1.33";"LUXEMBOURG";"Hospice de Hamm";"2, rue Englebert Neveu, L-2224 LUXEMBOURG";"secretariat@hcvl.lu";"www.hcvl.lu";"193 lits";"193 chambres  1 lit";14;2024;"49.6043316";"6.1530875"
"Structures d'hébergement";"1.34";"LUXEMBOURG";"Hospice du Pfaffenthal";"71, rue Mohrfels, L-2158 LUXEMBOURG";"secretariat@hcvl.lu";"www.hcvl.lu";"101 lits";"101 chambres  1 lit";15;2024;"49.6127446";"6.1355344"
"Structures d'hébergement";"1.35";"LUXEMBOURG";"Home pour personnes ges  Sacr-Cur";"48B, avenue Gaston Diderich, L-1420 LUXEMBOURG";"luxembourg@hppa.lu";"www.hppa.lu";"122 lits";"122 chambres  1 lit";15;2024;"49.6111414";"6.1150311"
"Structures d'hébergement";"1.36";"LUXEMBOURG";"Rsidence Rcital";"19, rue Johny Flick, L-1550 LUXEMBOURG";"s.rondoz@orpea.net";"www.recital.lu";"123 lits";"97 chambres  1 lit et 13 chambres  2 lits";15;2024;"49.6024545";"6.1019821"
"Structures d'hébergement";"1.37";"Luxembourg";"Elysis";"22, rue Jos Leydenbach, L-1947 Luxembourg";"info@elysis.lu";"www.elysis.lu";"133 lits";"109 chambres  1 lit et 12 appartements  2 lits";16;2024;"49.6310608";"6.176923"
"Structures d'hébergement";"1.38";"LUXEMBOURG";"Seniorie St Jean de la Croix";"30, rue Zithe, L-2763 LUXEMBOURG";"sjc@zitha.lu";"www.zithasenior.lu";"92 lits";"80 chambres  1 lit + 6 chambres  2 lits";16;2024;"49.6043643";"6.1282885"
"Structures d'hébergement";"1.39";"MAMER";"Home pour personnes ges Mamer";"5, rue du March, L-8252 MAMER";"mamer@hppa.lu";"www.hppa.lu";"138 lits";"126 chambres  1 lit + 6 chambres  2 lits";16;2024;"49.6270735";"6.0239425"
"Structures d'hébergement";"1.4";"MERSCH";"Home pour personnes ges St Joseph";"37, rue de Colmar/Berg, L-7525 MERSCH";"mersch@hppa.lu";"www.hppa.lu";"125 lits";"125 chambres  1 lit";17;2024;"49.7528625";"6.1022906"
"Structures d'hébergement";"1.41";"MONDORF-LES-BAINS";"Rsidence Monplaisir";"Monte Belle Vue, L-5640 MONDORF-LES-BAINS";"res.mpl@residencemonplaisir.lu";"www.residencemonplaisir.lu";"175 lits";"13 chambres  1 lit + 56 appartements  1 lit +";17;2024;"49.5046913";"6.274245"
"Structures d'hébergement";"1.42";"NIEDERANVEN";"CIPA  Grngewald";"8, Routscheed, L-6939 NIEDERANVEN";"patrick.reding@sodexo.com";"www.sodexoseniors.lu";"158 lits";"138 chambres  1 lit + 10 chambres  2 lits";17;2024;"49.6535192";"6.247298"
"Structures d'hébergement";"1.43";"NIEDERCORN";"SERVIOR  Um Lauterbann";"1, rue de Ptange, L-4645 NIEDERCORN";"um-lauterbann@servior.lu";"www.servior.lu";"154 lits";"154 chambres  1 lit";18;2024;"49.5393378";"5.8906408"
"Structures d'hébergement";"1.44";"PETANGE";"Seniorie St Joseph Ptange";"28, rue de l'Eglise, L-4732 PETANGE";"petange@zitha.lu";"www.zithasenior.lu";"162 lits";"134 chambres  1 lit + 14 chambres  2 lits";18;2024;"49.5582824";"5.8753654"
"Structures d'hébergement";"1.45";"REDANGE";"Home pour personnes ges St Franois";"2, rue de l'Hpital, L-8509 REDANGE/ATTERT";"redange@hppa.lu";"www.hppa.lu";"139 lits";"133 chambres  1 lit + 3 chambres  2 lits";18;2024;"49.4984075";"5.9184899"
"Structures d'hébergement";"1.46";"REMICH";"CIPA  Jousefshaus";"4, rue de l'Hospice, L-5537 REMICH";"direction@jousefshaus.lu";"www.servior.lu";"128 lits";"112 chambres  1 lit + 8 chambres  2 lits";19;2024;"49.5433595";"6.3622148"
"Structures d'hébergement";"1.47";"RODANGE";"Rsidence du Parc Ronnwiss";"5, rue Ronnwies, L-4809 RODANGE";"ronnwiss@paiperleck.lu";"www.paiperleck.lu";"43 lits";"27 chambres  1 lit + 8 chambres  2 lits";19;2024;"49.5490401";"5.8470468"
"Structures d'hébergement";"1.48";"ROLLINGEN";"Blannenheem";"47, rue de Luxembourg, L-7540 ROLLINGEN";"info@flb.lu";"www.flb.lu";"140 lits";"140 chambres  1 lit";19;2024;"49.7450638";"6.1147742"
"Structures d'hébergement";"1.49";"SCHIFFLANGE";"Maison de soins  Am Schmttbsch";"1, rue du Parc, L-3872 SCHIFFLANGE";"accueil@novelia.lu";"www.novelia.lu";"103 lits";"77 chambres  1 lit + 13 chambres  2 lits";20;2024;"49.5016162";"6.0126998"
"Structures d'hébergement";"1.5";"STEINFORT";"Hpital Intercommunal Steinfort";"1, rue de l'Hpital, L-8423 STEINFORT";"info@his.lu";"www.his.lu";"52 lits";"18 chambres  1 lit + 17 chambres  2 lits";20;2024;"49.6608154";"5.9127794"
"Structures d'hébergement";"1.51";"VIANDEN";"SERVIOR  Sanatorium";"10, Maison de Soins de l'Etat, L-9440 VIANDEN";"sanatorium@servior.lu";"www.servior.lu";"94 lits";"68 chambres  1 lit + 13 chambres  2 lits";20;2024;"49.9425232";"6.2134845"
"Structures d'hébergement";"1.52";"VIANDEN";"SERVIOR  Schlassblck";"4, rue de la Frontire, L-9412 VIANDEN";"schlassbleck@servior.lu";"www.servior.lu";"72 lits";"72 chambres  1 lit";21;2024;"49.9330227";"6.2157464"
"Structures d'hébergement";"1.53";"WASSERBILLIG";"Maison de soins  Op Lamp";"7, rue des Romains, L-6646 WASSERBILLIG";"info@oplamp.lu";"www.oplamp.lu";"81 lits";"81 chambres  1 lit";21;2024;"49.7161639";"6.5016645"
"Structures d'hébergement";"1.54";"WILTZ";"SERVIOR  Geenzebli";"1, rue des Pcheurs, L-9552 WILTZ";"geenzeblei@servior.lu";"www.servior.lu";"120 lits";"110 chambres  1 lit + 5 chambres  2 lits";21;2024;"49.9637483";"5.9370329"
"Structures d'hébergement";"1.1";"BELVAUX";"Rsidence Op der Waassertrap";"60, rue Waassertrap, L-4408 BELVAUX";"secretariat@cipa.sanem.lu";"www.cipa-sanem.lu";"120 lits";"120 chambres  1 lit";4;2019;"49.5087284";"5.9337107"
"Structures d'hébergement";"1.2";"BERBOURG";"Haaptmann's Schlass";"4, Brucherstrooss, L-6831 BERBOURG";"hmsb@elisabeth.lu";"www.elisabeth.lu";"129 lits";"125 chambres  1 lit + 2 chambres  2 lits";4;2019;"49.7349481";"6.3884199"
"Structures d'hébergement";"1.3";"BETTEMBOURG";"Foyer Ste Elisabeth";"4, rue de la Tannerie, L-3288 BETTEMBOURG";"robert.gindt@elisabeth.lu";"www.elisabeth.lu";"118 lits";"106 chambres  1 lit + 6 appartements  2 lits";4;2019;"49.5213145";"6.0967693"
"Structures d'hébergement";"1.4";"BOFFERDANGE";"SERVIOR  Am Park";"154, route de Luxembourg, L-7374 BOFFERDANGE";"am-park@servior.lu";"www.servior.lu";"132 lits";"74 chambres  1 lit + 29 chambres  2 lits";5;2019;"49.6895645";"6.1385823"
"Structures d'hébergement";"1.5";"CLERVAUX";"Rsidence des Ardennes";"86, Grand-rue, L-9711 CLERVAUX";"maisret@pt.lu";"www.residencedesardennes.com";"112 lits";"106 chambres  1 lit + 3 chambres  2 lits";5;2019;"50.0575588";"6.0267103"
"Structures d'hébergement";"1.6";"DUDELANGE";"SERVIOR  Grand-Duc Jean";"9, rue Pierre Dupong, L-3449 DUDELANGE";"cipa.grand-duc-jean@servior.lu";"www.servior.lu";"207 lits";"201 chambres  1 lit + 3 chambres  2 lits";5;2019;"49.4900072";"6.094895"
"Structures d'hébergement";"1.7";"ECHTERNACH";"SERVIOR  Belle Vue";"27a, rue Duchscher, L-6434 ECHTERNACH";"belle-vue@servior.lu";"www.servior.lu";"73 lits";"73 chambres  1 lit";6;2019;"49.811473";"6.4165059"
"Structures d'hébergement";"1.8";"ECHTERNACH";"Hospice civil Echternach";"10, rue de l'Hpital, B.P. 12, L-6401 ECHTERNACH";"l.penez@hospice-echternach.lu";"www.hospice-echternach.lu";"57 lits";"37 chambres  1 lit + 10 chambres  2 lits";6;2019;"49.8109757";"6.4225264"
"Structures d'hébergement";"1.9";"ESCH-SUR-ALZETTE";"Rsidence Bel-ge";"2-4, rue de l'Eau, L-4101 ESCH-SUR-ALZETTE";"belage@paiperleck.lu";"www.paiperleck.lu";"46 lits";"28 chambres  1 lit + 9 chambres  2 lits";6;2019;"49.4955584";"5.9818952"
"Structures d'hébergement";"1.1";"ESCH";"SERVIOR  Op der Lier";"10, op der Lier, L-4240 ESCH/ALZETTE";"op-der-leier@servior.lu";"www.servior.lu";"168 lits";"158 chambres  1 lit + 5 chambres  2 lits";7;2019;"49.5009956";"5.983669"
"Structures d'hébergement";"1.11";"GREVENMACHER";"Home pour personnes ges St Franois";"15, rue des Remparts, L-6777 GREVENMACHER";"dirk.willems@hppa.lu";"www.hppa.lu";"115 lits";"115 chambres  1 lit";7;2019;"49.6803781";"6.4404814"
"Structures d'hébergement";"1.12";"HEISDORF";"CIPA Maredoc";"34, route de Luxembourg, L-7330 HEISDORF";"info@maredoc.lu";"www.maredoc.lu";"139 lits";"123 chambres  1 lit + 8 appartements  2 lits";7;2019;"49.6740709";"6.1363062"
"Structures d'hébergement";"1.13";"HOWALD";"SERVIOR  Beim Klouschter";"48, rue du Couvent, L-1363 HOWALD";"beim-klouschter@servior.lu";"www.servior.lu";"120 lits";"108 chambres  1 lit + 6 chambres  2 lits";8;2019;"49.5891628";"6.1493934"
"Structures d'hébergement";"1.14";"JUNGLINSTER";"Centre Grande-Duchesse Josphine Charlotte";"40, rue Rham, L-6142 JUNGLINSTER";"cipa@croix-rouge.lu";"www.croix-rouge.lu";"100 lits";"100 chambres  1 lit";8;2019;"49.7127504";"6.2488447"
"Structures d'hébergement";"1.15";"Kehlen";"CIPA  Poetschebiirchen";"12, rue de Nospelt, L-8280 Kehlen";"nathalie.quinet@camille.lu";"www.novelia.lu";"40 lits";"28 chambres  1 lit + 6 chambres  2 lits";8;2019;"49.6716114";"6.0324843"
"Structures d'hébergement";"1.16";"LUXEMBOURG";"SERVIOR  Op der Rhum";"1, plateau du Rham, L-2427 LUXEMBOURG";"op-der-rhum@servior.lu";"www.servior.lu";"221 lits";"67 chambres  1 lit + 39 chambres  2 lits";9;2019;"49.6094265";"6.1392575"
"Structures d'hébergement";"1.17";"LUXEMBOURG";"Sainte Elisabeth am Park";"19, avenue Emile Reuter, L-2420 LUXEMBOURG";"seap@elisabeth.lu";"www.elisabeth.lu";"124 lits";"96 chambres  1 lit + 14 chambres  2 lits";9;2019;"49.6126581";"6.121212"
"Structures d'hébergement";"1.18";"LUXEMBOURG";"Fondation J.P. Pescatore";"13, avenue Pescatore, L-2324 LUXEMBOURG";"administration@fondation.lu";"www.fondation.lu";"354 lits";"284 chambres  1 lit + 35 appartements  2 lits";9;2019;"49.616317";"6.127831"
"Structures d'hébergement";"1.19";"LUXEMBOURG";"Hospice de Pfaffenthal";"71, rue Mohrfels, L-2158 LUXEMBOURG";"secretariat@hcvl.lu";"www.hcvl.lu";"101 lits";"101 chambres  1 lit";10;2019;"49.6127446";"6.1355344"
"Structures d'hébergement";"1.2";"LUXEMBOURG";"Home pour personnes ges  Sacr Coeur";"48B, avenue Gaston Diderich, L-1420 LUXEMBOURG";"luxembourg@hppa.lu";"www.hppa.lu";"122 lits";"122 chambres  1 lit";10;2019;"49.6111414";"6.1150311"
"Structures d'hébergement";"1.21";"MAMER";"Home pour personnes ges Mamer";"5, rue du March, L-8252 MAMER";"serge.berkes@hppa.lu";"www.hppa.lu";"138 lits";"126 chambres  1 lit + 6 chambres  2 lits";10;2019;"49.6270735";"6.0239425"
"Structures d'hébergement";"1.22";"MERSCH";"Home pour personnes ges St Joseph";"37, rue de Colmar/Berg, L-7525 MERSCH";"rene.wirth@hppa.lu";"www.hppa.lu";"125 lits";"125 chambres  1 lit";11;2019;"49.7528625";"6.1022906"
"Structures d'hébergement";"1.23";"MONDORF-LES-BAINS";"Rsidence  Monplaisir";"Monte Belle Vue, L-5640 MONDORF-LES-BAINS";"res.mpl@residencemonplaisir.lu";"www.residencemonplaisir.lu";"178 lits";"72 chambres  1 lit + 53 chambres  2 lits";11;2019;"49.5046913";"6.274245"
"Structures d'hébergement";"1.24";"NIEDERANVEN";"CIPA  Grngewald";"8, Routscheed, L-6939 NIEDERANVEN";"patrick.reding@sodexo.com";"www.sodexoseniors.lu";"158 lits";"138 chambres  1 lit + 10 chambres  2 lits";11;2019;"49.6535192";"6.247298"
"Structures d'hébergement";"1.25";"NIEDERCORN";"SERVIOR  Um Lauterbann";"1, rue de Ptange, L-4645 NIEDERCORN";"um-lauterbann@servior.lu";"www.servior.lu";"154 lits";"154 chambres  1 lit";12;2019;"49.5393378";"5.8906408"
"Structures d'hébergement";"1.26";"REDANGE";"Home pour personnes ges St Franois";"2, rue de l'Hpital, L-8509 REDANGE/ATTERT";"christian.ensch@hppa.lu";"www.hppa.lu";"118 lits";"108 chambres  1 lit + 5 chambres  2 lits";12;2019;"49.4984075";"5.9184899"
"Structures d'hébergement";"1.27";"REMICH";"CIPA  Jousefshaus";"4, rue de l'Hospice, L-5537 REMICH";"info@jousefshaus.lu";"www.jousefshaus.lu";"127 lits";"113 chambres  1 lit + 7 chambres  2 lits";12;2019;"49.5433595";"6.3622148"
"Structures d'hébergement";"1.28";"RODANGE";"Rsidence du Parc Ronnwiss";"5, rue Ronnwies, L-4809 RODANGE";"ronnwiss@paiperleck.lu";"www.paiperleck.lu";"42 lits";"26 chambres  1 lits + 6 chambres  2 lits +";13;2019;"49.5490401";"5.8470468"
"Structures d'hébergement";"1.29";"ROLLINGEN";"Blannenheem";"47, rue de Luxembourg, L-7540 ROLLINGEN";"info@flb.lu";"www.flb.lu";"204 lits";"140 chambres  1 lit + 32 chambres  2 lits";13;2019;"49.7450638";"6.1147742"
"Structures d'hébergement";"1.3";"RUMELANGE";"SERVIOR  Roude Fiels";"7, rue Nic Pletschette, L-3743 RUMELANGE";"roude-fiels@servior.lu";"www.servior.lu";"70 lits";"70 chambres  1 lit";13;2019;"49.4914794";"6.0813743"
